Log,Label
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to  size 67108864,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.115,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.115,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.255,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.70.211,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to  size 67108864,Normal
149 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
149 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.227,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.67.113,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.192,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.215.16,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.192,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.67.113,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.214.225,Normal
158 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
158 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.214.225,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.198.196,Normal
163 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
163 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.38.197,Normal
174 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
174 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.215.16,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.255:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.192:50010 is added to  size 67108864,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.179:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to  size 67108864,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.225:50010 is added to  size 67108864,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to  size 67108864,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to  size 67108864,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to  size 67108864,Normal
162 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Anomaly
162 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.106.10,Anomaly
165 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Anomaly
165 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.199.86,Anomaly
171 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Anomaly
171 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.199.86,Anomaly
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to  size 67108864,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to  size 67108864,Anomaly
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to  size 67108864,Anomaly
151 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.125.174,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.30.134,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.75.49,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.30.134,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.75.49,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.14.143,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.174:50010 is added to  size 67108864,Normal
150 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
150 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
150 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.194.245,Normal
150 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.129,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.202.209,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.129,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.194.245,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.15.240,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.245:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to  size 67108864,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.209:50010 is added to  size 67108864,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.246,Anomaly
156 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.13.188,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.5,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.5,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.3,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.198.196,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.192,Normal
162 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
162 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
162 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.197.161,Normal
162 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.192,Normal
166 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
166 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.3,Normal
170 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Anomaly
170 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.195.70,Anomaly
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to  size 67108864,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.85:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to  size 67108864,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to  size 67108864,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.213:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to  size 67108864,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to  size 67108864,Anomaly
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to  size 67108864,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Anomaly
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.246,Anomaly
152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Anomaly
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.90.64,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.127.191,Normal
158 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
158 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.26.8,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.31.85,Normal
163 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
163 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.127.191,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to  size 67108864,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to  size 67108864,Anomaly
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.245:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.209:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.8:50010 is added to  size 67108864,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.90.81,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.109.209,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.102,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.147,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.14.38,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.227,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.227,Normal
158 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
158 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.31.85,Normal
187 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.202.134:54843 dest: /10.251.202.134:50010,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to  size 67108864,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to  size 67108864,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.81:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to  size 67108864,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.66.102,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.147,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.110.8,Normal
211 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.202.134,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to  size 67108864,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.227:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.147:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.38:50010 is added to  size 67108864,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.37.240:50010 is added to  size 67108864,Normal
150 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
150 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.255,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.70.211,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.70.112,Normal
155 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.255,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.195.33,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.195.33,Normal
160 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
160 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.192,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.255:50010 is added to  size 67108864,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.112:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to  size 67108864,Normal
149 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
149 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.39.144,Normal
150 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Anomaly
150 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
150 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.166,Normal
150 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.106.10,Anomaly
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.166,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Anomaly
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.149,Anomaly
154 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.14.143,Normal
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.42.207,Normal
156 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
156 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.123.33,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.74.192,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.147,Normal
157 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.43.147,Normal
158 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Anomaly
158 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.149,Anomaly
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to  size 67108864,Anomaly
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to  size 67108864,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.147:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.22:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to  size 67108864,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to  size 67108864,Anomaly
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to  size 67108864,Anomaly
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.150:50010 is added to  size 67108864,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to  size 67108864,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.192:50010 is added to  size 67108864,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.110.8,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.42.207,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Anomaly
154 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.203.149,Anomaly
155 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Anomaly
155 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.106.10,Anomaly
158 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
158 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.127.191,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.42.9,Normal
159 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.227,Normal
163 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Anomaly
163 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.106.10,Anomaly
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to  size 67108864,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to  size 67108864,Anomaly
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.166:50010 is added to  size 67108864,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to  size 67108864,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to  size 67108864,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to  size 67108864,Anomaly
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to  size 67108864,Anomaly
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.67.225,Normal
151 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.42.9,Normal
152 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block  terminating,Normal
152 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.250.17.225,Normal
153 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
153 INFO dfs.DataNode$PacketResponder: Received block  of size 67108864 from /10.251.126.255,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block  terminating,Normal
154 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block  terminating,Normal
